"Geneid","Length","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000144736.13_2",5841,419,448,202,205
"ENSG00000172986.12_3",3667,115,139,202,140
"ENSG00000242960.1_4",550,10,4,6,14
"ENSG00000163605.14_3",5964,2209,2245,1485,1374
"ENSG00000255423.1_3",1679,54,63,31,25
"ENSG00000213300.5_4",1006,119,138,48,38
"ENSG00000244026.6_2",3626,365,399,304,310
"ENSG00000272690.5_4",1862,5,9,8,4
"ENSG00000241532.1_2",1213,5,7,10,10
"ENSG00000185008.17_4",16663,4,0,10,5
"ENSG00000240809.1_5",1411,5,7,2,8
"ENSG00000169855.19_2",10875,6886,7421,7171,6893
"ENSG00000240964.2",288,13,5,5,9
"ENSG00000243694.2_4",596,1,1,11,16
"ENSG00000114480.12_3",5171,818,1087,645,581
"ENSG00000239440.5_4",2017,53,50,42,41
"ENSG00000241095.1_4",1507,15,15,23,27
"ENSG00000243915.1_5",2267,5,5,3,2
"ENSG00000206538.8_3",12714,12,8,38,30
"ENSG00000241293.1_4",1547,5,5,10,2
"ENSG00000083937.8_2",3106,719,693,508,440
"ENSG00000163320.10_4",6490,2194,2135,1758,1699
"ENSG00000175105.6_4",6786,334,324,336,311
"ENSG00000179021.9_2",3478,588,494,387,380
"ENSG00000189002.10_4",1951,10,23,20,18
"ENSG00000184500.15_3",5444,2801,3438,6035,5188
"ENSG00000169379.15_2",4154,658,649,308,277
"ENSG00000178700.7_5",4659,308,309,164,138
"ENSG00000178694.9_2",5635,254,233,204,178
"ENSG00000242457.1_4",1264,3,5,5,3
"ENSG00000243547.1_4",1386,88,68,44,52
"ENSG00000269028.3_2",1049,991,959,973,1132
"ENSG00000113966.9_3",4574,112,118,43,26
"ENSG00000080200.9_2",10929,819,902,599,538
"ENSG00000170854.17_4",6880,857,911,734,714
"ENSG00000183185.9_2",5703,8,13,36,40
"ENSG00000080822.16_5",5217,1239,1110,814,855
"ENSG00000080819.7_4",3232,542,615,564,451
"ENSG00000244153.1_4",2769,5,5,4,2
"ENSG00000239445.5_5",843,9,1,12,5
"ENSG00000064225.12_4",6288,343,386,496,436
"ENSG00000249274.1_4",1006,24,39,32,45
"ENSG00000057019.15_4",11274,10303,7702,4542,4610
"ENSG00000206712.1",107,31,11,12,9
"ENSG00000239462.1_6",395,3,6,2,2
"ENSG00000240476.1_5",962,55,47,38,33
"ENSG00000184220.11_3",7210,479,519,178,210
"ENSG00000168386.18_4",5903,3123,4263,1819,1661
"ENSG00000036054.12_3",5168,808,944,712,632
"ENSG00000114021.11_2",9264,312,332,257,255
"ENSG00000154174.7_3",5387,2314,2648,1559,1280
"ENSG00000206535.7_2",2249,97,126,91,104
"ENSG00000181458.10_3",6005,441,551,419,416
"ENSG00000114354.13_4",4994,4131,4020,3026,3153
"ENSG00000081148.11_2",8337,16,14,25,17
"ENSG00000138468.15_3",6396,712,717,909,814
"ENSG00000282978.1_5",492,20,17,12,8
"ENSG00000175841.8_4",1089,8,8,9,11
"ENSG00000174173.6_3",1888,428,458,237,170
"ENSG00000081154.11_2",3102,3718,3677,2088,2092
"ENSG00000242299.1_5",459,49,45,46,58
"ENSG00000066422.4_2",7416,874,878,840,731
"ENSG00000201121.1",105,3,7,5,2
"ENSG00000256628.3_5",2743,23,33,49,47
"ENSG00000114391.12_2",2682,4619,5434,1715,1595
"ENSG00000244119.1_4",720,11,7,10,14
"ENSG00000182504.10_3",9550,265,216,131,133
"ENSG00000144815.15_3",8635,502,444,190,183
"ENSG00000144802.11_3",5902,484,601,714,657
"ENSG00000170017.12_4",7179,1194,1488,1842,1664
"ENSG00000114423.20_5",12269,681,683,763,831
"ENSG00000239455.1_5",1776,2,2,2,5
"ENSG00000243701.5_4",4206,19,20,2,3
"ENSG00000114439.18_4",11877,1596,1978,1069,964
"ENSG00000196776.15_3",8225,138,140,108,113
"ENSG00000114446.4_5",3766,294,264,127,117
"ENSG00000144821.9_2",7694,12,1,0,1
"ENSG00000241634.1_5",509,32,47,8,12
"ENSG00000163507.13_4",4579,664,724,150,152
"ENSG00000198919.12_4",6972,1144,1212,582,624
"ENSG00000206532.2_5",1363,58,69,33,28
"ENSG00000242242.5_5",1665,13,8,5,5
"ENSG00000177707.10_5",6184,648,604,653,635
"ENSG00000244142.1_4",207,2,3,5,3
"ENSG00000240891.7_4",8974,193,157,167,150
"ENSG00000144824.20_5",12309,890,853,663,649
"ENSG00000144827.8_2",3021,705,705,322,307
"ENSG00000144834.13_3",1791,14,13,4,2
"ENSG00000114529.12_4",6021,54,46,31,29
"ENSG00000261488.1_5",1937,10,10,4,2
"ENSG00000144848.10_2",6111,769,771,492,483
"ENSG00000138459.8_3",4853,519,507,483,443
"ENSG00000163607.15_4",3826,292,311,165,147
"ENSG00000163608.14_5",6494,474,583,517,502
"ENSG00000240057.5_5",2002,6,7,7,4
"ENSG00000206530.10_5",12143,458,450,274,223
"ENSG00000285943.1_1",6837,7,5,3,3
"ENSG00000163611.11_2",7941,64,54,38,31
"ENSG00000072858.10_3",8060,30,23,12,7
"ENSG00000176542.9_3",13738,1338,1483,1548,1498
"ENSG00000121579.12_3",6436,4877,4904,2929,2804
"ENSG00000239280.1_5",432,1,5,2,2
"ENSG00000114573.9_3",5130,1590,1643,1583,1529
"ENSG00000178075.19_3",7814,29,23,19,19
"ENSG00000240776.1_5",495,9,18,15,7
"ENSG00000241889.1_5",734,18,19,18,22
"ENSG00000184307.14_4",7138,277,234,154,138
"ENSG00000163617.10_3",5303,116,108,75,75
"ENSG00000151576.10_3",8054,825,902,532,492
"ENSG00000181722.16_5",31872,364,379,213,197
"ENSG00000198406.7_4",826,57,58,26,30
"ENSG00000243014.1_4",342,8,8,2,2
"ENSG00000121578.12_4",7145,595,742,663,607
"ENSG00000176142.12_3",5333,1240,1205,1264,1145
"ENSG00000163389.11_3",7097,594,602,716,669
"ENSG00000113845.9_2",2730,773,870,636,532
"ENSG00000144843.11_3",4615,7,4,5,4
"ENSG00000144837.8_2",2202,2,0,11,6
"ENSG00000121577.13_4",2445,8,10,3,7
"ENSG00000138495.6_3",2172,237,282,158,106
"ENSG00000144852.17_3",5381,328,379,220,219
"ENSG00000082701.15_5",8156,2337,2280,1978,1940
"ENSG00000242622.1_5",2194,27,43,59,31
"ENSG00000163428.3_2",7903,2049,2178,751,664
"ENSG00000282950.1_5",825,2,6,8,3
"ENSG00000163430.11_4",8727,5,2,9,5
"ENSG00000065518.7_2",1889,533,718,578,493
"ENSG00000113924.11_3",2983,1950,2293,2675,2382
"ENSG00000144840.9_3",4684,311,358,194,205
"ENSG00000153767.9_4",3370,973,1070,537,474
"ENSG00000213371.4_4",880,6,6,3,3
"ENSG00000051341.13_3",9400,839,952,298,276
"ENSG00000242445.1_2",799,31,73,30,44
"ENSG00000173230.15_5",11865,5146,5806,4246,3769
"ENSG00000173226.16_4",3049,827,936,546,472
"ENSG00000145088.8_3",1770,68,71,21,26
"ENSG00000163406.10_3",6210,32,48,49,25
"ENSG00000121552.3_2",1373,19,30,73,74
"ENSG00000160124.9_2",1746,1025,1115,590,537
"ENSG00000114023.15_2",3793,1038,1321,1005,878
"ENSG00000196981.3_3",3720,137,144,103,105
"ENSG00000272758.5_5",2891,21,34,28,25
"ENSG00000114030.12_4",8451,1749,1671,1301,1295
"ENSG00000138496.16_2",8938,495,501,555,568
"ENSG00000163840.9_2",5868,853,872,798,771
"ENSG00000173193.14_4",10495,1263,1273,1137,989
"ENSG00000169087.10_2",5434,106,116,92,84
"ENSG00000138463.8_2",3596,465,456,437,454
"ENSG00000273033.2_4",5476,76,92,84,74
"ENSG00000065485.19_4",4030,949,1276,1404,1327
"ENSG00000121542.11_4",4698,75,73,61,60
"ENSG00000206527.9_2",5351,3017,3104,1942,1883
"ENSG00000239523.5_5",980,28,16,26,26
"ENSG00000065534.18_3",22167,1093,1227,601,518
"ENSG00000175455.14_5",11423,2151,2153,1356,1150
"ENSG00000160145.15_4",24490,605,702,394,383
"ENSG00000263775.1",99,3,5,2,4
"ENSG00000114491.13_2",7579,747,845,587,512
"ENSG00000082781.11_3",6447,1988,2407,1924,1769
"ENSG00000173702.7_5",3496,133,101,567,772
"ENSG00000173706.13_4",9925,1723,2020,2141,2097
"ENSG00000221955.10_3",5586,5,12,27,18
"ENSG00000163848.19_3",10574,926,873,872,734
"ENSG00000114520.10_5",2709,835,896,726,650
"ENSG00000252965.1",106,3,7,4,5
"ENSG00000144909.7_2",4191,670,691,561,568
"ENSG00000284624.1_3",4236,7,4,6,17
"ENSG00000241288.7_5",6732,44,39,60,56
"ENSG00000171084.15_4",2519,48,60,64,72
"ENSG00000189366.9_2",843,0,1,5,2
"ENSG00000114544.16_4",6592,439,496,548,501
"ENSG00000144908.13_3",13712,228,295,342,334
"ENSG00000246022.2_5",2719,2,6,11,10
"ENSG00000163884.3_2",2848,68,95,45,50
"ENSG00000163885.11_4",3352,7,2,6,5
"ENSG00000279328.1_5",1774,1,5,1,0
"ENSG00000070476.14_2",7357,635,778,710,668
"ENSG00000159650.8_2",3329,14,25,24,26
"ENSG00000180767.9_2",1789,216,362,503,514
"ENSG00000197763.15_6",3809,198,238,178,135
"ENSG00000159685.10_4",2763,146,189,108,94
"ENSG00000114554.11_3",10944,1080,1437,1505,1457
"ENSG00000163870.15_4",5622,135,169,155,170
"ENSG00000073111.13_3",4902,1922,2519,482,398
"ENSG00000285600.1_1",2779,2,1,8,9
"ENSG00000114631.10_3",2186,773,980,1100,1083
"ENSG00000114626.17_3",6149,49,61,89,67
"ENSG00000058262.9_2",4697,6584,7495,6775,6431
"ENSG00000175792.11_3",6860,1421,1640,711,720
"ENSG00000132394.10_2",2421,388,483,342,393
"ENSG00000179348.11_4",4459,469,501,284,296
"ENSG00000244300.2_5",2283,181,216,182,196
"ENSG00000163902.11_3",3992,5662,6887,6646,6158
"ENSG00000075785.12_2",2717,9582,8526,5525,6515
"ENSG00000242992.3_4",553,4,8,4,5
"ENSG00000261159.1_5",811,3,8,5,10
"ENSG00000177646.18_3",4327,655,822,485,367
"ENSG00000114656.11_4",9923,24,19,13,12
"ENSG00000172780.16_3",4991,34,41,46,30
"ENSG00000273174.1_5",565,11,5,2,4
"ENSG00000240682.9_3",4102,92,121,96,86
"ENSG00000169714.16_4",1927,4036,4559,3233,3052
"ENSG00000181789.14_2",4425,3317,3758,2968,2756
"ENSG00000183624.13_2",2783,623,718,558,492
"ENSG00000184897.5_2",1507,315,589,300,276
"ENSG00000206417.8_5",3420,33,60,20,25
"ENSG00000251474.6_2",4504,497,525,465,405
"ENSG00000172771.11_2",7789,55,60,110,106
"ENSG00000129071.9_2",3356,788,755,354,395
"ENSG00000163913.11_4",9636,581,677,390,323
"ENSG00000004399.12_5",9738,2946,3320,2181,2173
"ENSG00000172765.17_5",8138,1741,2290,2310,2280
"ENSG00000203644.3_6",910,101,97,110,102
"ENSG00000271270.6_5",4683,83,117,99,78
"ENSG00000251287.8_3",1499,2,2,5,4
"ENSG00000253540.5_2",1301,11,10,27,13
"ENSG00000249846.6_5",1974,4,15,29,17
"ENSG00000196455.7_2",5376,729,858,385,358
"ENSG00000017260.19_6",8533,1506,1634,1427,1212
"ENSG00000034533.11_4",3427,142,146,191,157
"ENSG00000114670.13_2",5355,65,47,66,41
"ENSG00000198585.11_2",7029,816,956,1032,996
"ENSG00000261167.1_5",3473,39,35,48,49
"ENSG00000114686.8_3",2715,2713,2805,1088,1076
"ENSG00000242899.1_4",738,6,8,6,7
"ENSG00000138246.16_4",9606,2031,2125,1435,1284
"ENSG00000240303.7_3",5674,52,50,135,80
"ENSG00000081307.12_4",6827,1228,1271,1151,1024
"ENSG00000113971.19_3",9701,177,170,188,164
"ENSG00000091527.15_3",4367,4330,4901,3820,3590
"ENSG00000163781.13_4",7304,2318,2520,967,872
"ENSG00000091513.15_4",26199,48403,73421,141973,119510
"ENSG00000244062.1_5",1917,545,711,504,465
"ENSG00000144867.11_4",4180,1220,1230,745,686
"ENSG00000154917.10_2",6005,24,19,7,9
"ENSG00000174640.13_3",9834,0,2,7,10
"ENSG00000163785.12_3",8045,2427,2373,1264,1101
"ENSG00000114019.14_4",5984,375,471,794,791
"ENSG00000129055.12_2",2359,987,982,792,830
"ENSG00000182923.17_6",10385,661,721,439,372
"ENSG00000154928.17_4",6956,74,50,34,28
"ENSG00000073711.10_4",7837,75,52,28,29
"ENSG00000174579.3_3",5095,568,567,466,483
"ENSG00000114054.13_3",7532,924,1130,766,749
"ENSG00000118007.12_3",7846,1038,1123,829,659
"ENSG00000240695.1_5",730,11,12,2,9
"ENSG00000261758.1_5",3151,5,18,4,3
"ENSG00000168917.8_2",4287,86,109,198,147
"ENSG00000273486.1_5",1684,24,18,15,22
"ENSG00000239213.5_5",1429,24,14,7,11
"ENSG00000158092.6_3",3727,570,589,361,320
"ENSG00000174564.12_3",2473,8,9,7,7
"ENSG00000241478.1_4",1943,22,13,16,7
"ENSG00000158163.14_3",5045,49,27,49,34
"ENSG00000240668.1_4",1440,25,23,14,12
"ENSG00000138231.12_2",3160,360,359,240,223
"ENSG00000114098.17_2",9848,782,810,749,715
"ENSG00000158186.12_3",6365,674,564,533,530
"ENSG00000158220.13_2",9816,192,186,181,153
"ENSG00000280399.1_5",3691,13,7,10,18
"ENSG00000114107.8_5",4420,536,575,276,236
"ENSG00000158234.12_3",4072,377,404,272,254
"ENSG00000051382.8_2",7850,920,1142,821,717
"ENSG00000241429.1_4",1267,1,2,2,7
"ENSG00000206262.8_2",4567,12,6,5,2
"ENSG00000175110.11_4",5382,945,1148,682,588
"ENSG00000184432.9_3",8177,5679,6417,4162,3828
"ENSG00000248932.5_6",2120,13,10,17,19
"ENSG00000114113.6_3",845,1,1,11,5
"ENSG00000114115.9_3",3905,976,753,202,247
"ENSG00000163864.16_4",12983,137,152,150,141
"ENSG00000158258.16_3",14596,4,5,1,13
"ENSG00000114120.12_4",10305,2469,2648,3309,3066
"ENSG00000248773.1_6",393,7,6,9,1
"ENSG00000155893.12_4",13325,223,236,159,154
"ENSG00000177311.11_4",14243,2727,2704,1622,1469
"ENSG00000155903.11_3",5993,418,381,274,222
"ENSG00000114125.13_2",3147,382,438,422,348
"ENSG00000069849.10_2",2584,1304,1475,843,888
"ENSG00000114126.17_5",11897,1044,1142,807,678
"ENSG00000233597.3_5",576,8,5,2,9
"ENSG00000175066.15_3",12158,519,665,627,528
"ENSG00000114127.10_4",11982,1010,1046,1080,946
"ENSG00000175054.14_3",12496,807,824,611,537
"ENSG00000244327.1_6",765,7,11,1,3
"ENSG00000120756.12_3",5294,659,745,456,441
"ENSG00000144935.14_3",4768,265,309,240,239
"ENSG00000163710.8_4",3538,57,85,308,253
"ENSG00000240950.1_5",633,7,11,13,7
"ENSG00000243818.4_5",2060,19,43,460,533
"ENSG00000188582.8_3",4169,415,528,1064,1012
"ENSG00000241570.8_6",4421,12,11,21,9
"ENSG00000163714.17_5",11118,6716,7369,4100,3784
"ENSG00000268129.1_5",561,7,6,9,7
"ENSG00000175040.5_3",4582,0,0,1,7
"ENSG00000244171.4_2",1291,9,30,38,41
"ENSG00000243759.1_4",1107,21,16,23,22
"ENSG00000181744.8_3",5487,435,439,355,295
"ENSG00000261051.1_5",2095,17,21,17,17
"ENSG00000240032.1_5",709,1,4,3,5
"ENSG00000152952.11_4",7646,6462,8257,6786,6001
"ENSG00000114698.14_3",4227,76,136,495,433
"ENSG00000188313.12_4",4340,404,489,317,275
"ENSG00000144891.17_3",3478,22,39,163,137
"ENSG00000241627.3_4",1801,15,27,8,17
"ENSG00000163754.17_3",3511,455,511,312,263
"ENSG00000071794.15_2",6024,1072,1104,865,766
"ENSG00000163755.8_3",6256,738,734,369,331
"ENSG00000047457.13_2",7296,11061,19629,30224,25595
"ENSG00000169908.11_3",3668,8415,9047,4536,4206
"ENSG00000240541.2_5",931,11,13,10,16
"ENSG00000243885.1_5",1001,14,13,19,31
"ENSG00000169903.6_3",2140,10,12,60,61
"ENSG00000018408.14_3",8413,2483,2807,838,827
"ENSG00000241313.2_5",2603,10,17,8,7
"ENSG00000114744.8_2",4901,629,659,536,573
"ENSG00000082996.19_4",3635,760,870,963,792
"ENSG00000070087.14_4",3709,2280,2154,1558,1609
"ENSG00000268175.1",1470,22,20,39,25
"ENSG00000224831.3_5",1128,9,11,7,5
"ENSG00000243944.5_6",1032,0,3,6,2
"ENSG00000196428.12_3",11676,579,638,613,630
"ENSG00000120742.10_2",5747,1625,1791,1890,1910
"ENSG00000144895.11_4",4131,3274,3719,2270,2220
"ENSG00000198843.12_5",4135,1895,1567,1271,1317
"ENSG00000271711.1_5",616,3,5,0,0
"ENSG00000163645.14_5",2075,2,4,4,6
"ENSG00000240137.5_5",827,11,12,2,4
"ENSG00000181788.3_2",2617,2491,2480,2542,2535
"ENSG00000244265.1_5",441,1,3,6,7
"ENSG00000144893.12_5",12619,32,50,16,10
"ENSG00000152580.8_2",11727,1,2,9,6
"ENSG00000240602.7_4",2012,18,27,40,28
"ENSG00000114771.13_3",1668,6,6,27,20
"ENSG00000152601.17_4",9989,2221,2247,1304,1253
"ENSG00000229619.3_4",6585,19,20,3,3
"ENSG00000181467.4_3",8351,603,684,429,423
"ENSG00000114790.12_2",5489,296,323,419,298
"ENSG00000174953.13_5",10562,1222,1280,965,906
"ENSG00000239443.1_4",381,8,5,4,5
"ENSG00000114805.17_4",7173,183,208,123,96
"ENSG00000174928.15_5",2134,27,33,28,17
"ENSG00000169359.14_4",10040,296,312,357,263
"ENSG00000163655.15_2",8885,2208,2608,1294,1158
"ENSG00000240489.1_4",873,70,63,24,24
"ENSG00000272990.1_5",508,6,4,9,7
"ENSG00000114850.6_2",4627,3285,3648,3456,3252
"ENSG00000243926.1_5",1254,15,21,23,11
"ENSG00000163659.12_3",5048,343,376,360,316
"ENSG00000230457.3_2",1182,19,38,10,11
"ENSG00000197980.12_3",5602,7,3,4,6
"ENSG00000243629.1_4",2018,11,14,12,7
"ENSG00000163660.11_2",8729,2718,2968,3284,2844
"ENSG00000243176.5_5",1544,6,3,3,2
"ENSG00000168779.19_4",5045,10,6,3,4
"ENSG00000174891.12_3",5117,649,790,362,326
"ENSG00000178053.17_3",3569,20,19,17,19
"ENSG00000168827.14_3",9032,1064,1201,817,838
"ENSG00000118855.18_4",5288,532,486,319,287
"ENSG00000240207.6_6",4177,13,9,4,2
"ENSG00000271778.1_6",578,3,4,1,6
"ENSG00000151967.18_4",7645,6,1,1,1
"ENSG00000168811.6_3",2040,15,19,9,7
"ENSG00000184100.6_4",1944,74,84,51,51
"ENSG00000068885.14_4",7175,283,314,167,167
"ENSG00000113810.15_2",8457,5218,6012,1299,1182
"ENSG00000213186.7_3",7865,27,29,22,16
"ENSG00000244009.1_4",806,8,8,2,1
"ENSG00000186432.8_3",9413,2604,2422,1426,1488
"ENSG00000238741.1",330,15,16,16,23
"ENSG00000229320.3_2",2047,68,66,45,56
"ENSG00000179674.3_3",1294,4,3,4,8
"ENSG00000163590.13_2",12447,92,102,222,275
"ENSG00000169251.12_4",4869,1273,1395,1040,944
"ENSG00000196542.8_2",3745,23,31,31,8
"ENSG00000234851.4_5",471,244,293,258,261
"ENSG00000114200.9_3",3082,1,1,2,5
"ENSG00000114209.14_3",3275,975,1008,569,509
"ENSG00000241120.1_4",288,4,4,7,3
"ENSG00000163536.12_2",2418,257,308,649,630
"ENSG00000173905.8_3",4647,2796,3148,1748,1676
"ENSG00000085276.17_5",9103,46,41,56,43
"ENSG00000213178.3_5",410,58,81,43,47
"ENSG00000184378.2_3",2005,22,19,20,19
"ENSG00000085274.15_2",5730,426,442,300,287
"ENSG00000270096.1_5",1252,2,5,2,4
"ENSG00000114248.9_4",3113,0,0,6,6
"ENSG00000008952.16_2",7928,3041,3410,2794,2540
"ENSG00000173890.16_3",4458,587,564,1319,1270
"ENSG00000173889.15_4",16919,1986,1978,1849,1696
"ENSG00000268220.1_5",1781,16,15,41,29
"ENSG00000163558.12_2",5841,1669,1724,1262,1072
"ENSG00000136603.13_4",7782,721,592,393,353
"ENSG00000013297.11_4",3732,179,138,43,34
"ENSG00000163584.17_2",2326,544,717,213,162
"ENSG00000163577.7_2",5593,311,293,242,227
"ENSG00000199488.1",164,16,16,29,22
"ENSG00000163581.13_3",3417,466,487,497,440
"ENSG00000154310.16_4",8523,37,46,41,38
"ENSG00000075651.15_3",12859,1904,2180,2221,2048
"ENSG00000186329.9_3",2719,1,0,6,4
"ENSG00000075420.12_2",13270,8500,9842,10465,9900
"ENSG00000236686.1_4",1240,4,5,3,0
"ENSG00000121858.10_2",3473,161,209,539,472
"ENSG00000144959.9_4",4808,735,857,1042,891
"ENSG00000114346.13_3",5499,2187,2210,607,580
"ENSG00000177694.15_3",13592,2,3,2,6
"ENSG00000214192.3_4",440,42,59,33,24
"ENSG00000177565.16_3",11603,1814,1890,1393,1257
"ENSG00000231574.5_4",3005,34,44,148,129
"ENSG00000237978.5_5",1691,2,5,4,3
"ENSG00000172667.10_3",9646,1593,1477,1250,1306
"ENSG00000121879.4_4",9494,561,563,389,319
"ENSG00000171121.16_4",8979,235,229,290,286
"ENSG00000240429.1_4",2246,154,160,138,149
"ENSG00000121864.9_4",6859,698,729,484,540
"ENSG00000171109.18_3",5957,888,989,832,719
"ENSG00000114450.9_3",7035,20,15,5,3
"ENSG00000242539.2_6",1941,2,2,5,5
"ENSG00000136518.16_3",3675,1390,1517,557,481
"ENSG00000136522.13_2",1370,624,701,304,291
"ENSG00000136521.12_6",5871,695,813,772,619
"ENSG00000058056.8_2",8440,1241,1437,965,797
"ENSG00000163728.10_4",7783,1689,1555,1049,1047
"ENSG00000114416.17_4",12054,5410,5456,3234,3090
"ENSG00000205981.7_3",3586,381,424,330,318
"ENSG00000206932.1",107,11,8,14,10
"ENSG00000181449.3_5",2513,10,9,8,5
"ENSG00000058063.15_4",9196,606,748,806,757
"ENSG00000043093.13_5",8412,1147,1121,828,802
"ENSG00000078070.12_4",4321,433,453,417,373
"ENSG00000078081.7_3",3816,8,12,12,15
"ENSG00000240024.5_4",2131,168,206,139,131
"ENSG00000114796.15_3",8650,441,454,452,425
"ENSG00000163872.15_3",10212,1845,2065,946,820
"ENSG00000175193.13_4",2268,29,26,20,26
"ENSG00000233441.6_3",1831,0,1,14,15
"ENSG00000114770.16_3",11441,990,953,965,858
"ENSG00000223529.1_4",1388,9,5,11,7
"ENSG00000273181.1_5",620,4,5,5,3
"ENSG00000272721.5_5",386,7,12,12,7
"ENSG00000145191.13_4",7188,1046,1241,923,944
"ENSG00000228205.1_5",732,19,17,22,35
"ENSG00000161202.18_3",6368,4445,4674,5187,5308
"ENSG00000161203.13_3",4756,2605,2978,2328,2227
"ENSG00000161204.11_3",5207,627,707,605,561
"ENSG00000145198.14_2",5730,22,10,6,5
"ENSG00000214160.9_2",3464,1522,1646,1475,1600
"ENSG00000284753.1_1",1823,32,29,34,38
"ENSG00000163888.3_2",1362,26,34,27,15
"ENSG00000175166.16_3",5453,4558,4882,2464,2362
"ENSG00000114867.20_4",8257,13229,17363,11003,9701
"ENSG00000175182.14_3",8925,169,202,192,133
"ENSG00000114859.15_3",8523,306,364,384,399
"ENSG00000163882.9_2",3146,599,689,536,493
"ENSG00000090534.19_5",2705,387,363,435,498
"ENSG00000090539.15_4",6620,418,746,821,718
"ENSG00000182580.2_2",4532,5,5,3,1
"ENSG00000177383.4_3",1636,995,1127,711,627
"ENSG00000156931.15_5",10366,706,762,560,499
"ENSG00000187068.2_2",5901,137,159,83,80
"ENSG00000113790.10_3",4700,1137,1349,1315,1164
"ENSG00000073803.13_4",12623,889,853,995,979
"ENSG00000229638.1_4",1284,178,273,216,287
"ENSG00000163900.10_2",8668,1070,982,1278,1240
"ENSG00000163898.9_2",4122,71,76,46,36
"ENSG00000163904.12_3",7169,1587,1734,1316,1201
"ENSG00000073792.15_3",4735,6157,6763,4916,4690
"ENSG00000136527.17_3",11769,4728,5089,2428,2281
"ENSG00000171658.8_4",2628,38,46,31,34
"ENSG00000244405.7_3",5802,1928,2246,1446,1461
"ENSG00000058866.14_3",10978,241,243,125,101
"ENSG00000213139.7_3",2151,42,63,38,50
"ENSG00000113838.12_3",3405,270,288,231,193
"ENSG00000090520.11_3",5731,1522,1780,1304,1137
"ENSG00000197099.8_5",11099,5,8,17,16
"ENSG00000145192.12_2",2353,17316,29990,83884,72061
"ENSG00000090512.11_4",2024,54,52,113,143
"ENSG00000113905.4_2",5061,9,9,206,203
"ENSG00000113889.13_4",4675,170,214,776,744
"ENSG00000263826.1_5",2400,11,8,5,9
"ENSG00000156976.16_4",6133,6502,6894,4388,3951
"ENSG00000163918.10_3",2997,1032,1220,264,236
"ENSG00000232233.1_4",1832,3,8,4,3
"ENSG00000223803.1_4",360,5,12,9,19
"ENSG00000073849.14_3",9151,6270,7737,13595,13053
"ENSG00000203632.3",1845,5,2,1,2
"ENSG00000127241.16_5",13161,379,614,1922,1789
"ENSG00000283175.1_5",1973,1,5,12,2
"ENSG00000136514.2_2",1554,6,4,14,5
"ENSG00000113916.17_3",5938,1698,2293,2499,2220
"ENSG00000225058.1_6",427,0,5,2,3
"ENSG00000236412.1_6",1008,8,6,5,7
"ENSG00000270959.1_4",2852,24,15,29,17
"ENSG00000145012.13_5",25535,3242,3460,1721,1638
"ENSG00000090530.9_3",5605,5,3,6,6
"ENSG00000163347.5_2",3663,3673,3811,5824,6014
"ENSG00000113946.3_3",3583,9,11,13,4
"ENSG00000196083.9_5",11558,663,891,1724,1554
"ENSG00000223117.1",341,11,7,14,18
"ENSG00000152492.14_4",9202,2829,2711,1936,1839
"ENSG00000223812.6_5",2535,14,28,18,19
"ENSG00000180611.6_2",3368,26,26,34,51
"ENSG00000236229.1_4",1541,1,5,3,4
"ENSG00000198836.9_3",9052,2305,2365,1564,1444
"ENSG00000276407.4_5",585,0,0,8,0
"ENSG00000232874.1_5",430,3,4,6,2
"ENSG00000114315.3_2",2062,304,313,346,273
"ENSG00000178772.6_2",3028,2590,2932,2921,2971
